Rank,Status,VP,EN,HL,AT,YD,WinRate,GamesPlayed,P1%,P2%,P3%,P4%,P5%,P6%,P7%,P8%,P9%,P10%,P11%
864,Eliminated,20,5,6,1,2,48.0%,200,77.0%,48.0%,-,-,-,-,-,-,-,-,-
865,Eliminated,20,15,6,3,4,48.0%,200,79.0%,48.0%,-,-,-,-,-,-,-,-,-
866,Eliminated,20,15,8,3,6,48.0%,200,84.5%,48.0%,-,-,-,-,-,-,-,-,-
867,Eliminated,20,20,8,2,6,48.0%,200,85.0%,48.0%,-,-,-,-,-,-,-,-,-
868,Eliminated,20,20,10,2,4,48.0%,200,77.5%,48.0%,-,-,-,-,-,-,-,-,-
869,Eliminated,0,0,8,2,8,47.5%,200,90.5%,47.5%,-,-,-,-,-,-,-,-,-
870,Eliminated,0,10,10,3,8,47.5%,200,84.5%,47.5%,-,-,-,-,-,-,-,-,-
871,Eliminated,5,0,0,3,6,47.5%,200,73.5%,47.5%,-,-,-,-,-,-,-,-,-
872,Eliminated,5,0,6,1,8,47.5%,200,85.0%,47.5%,-,-,-,-,-,-,-,-,-
873,Eliminated,5,5,2,3,6,47.5%,200,76.0%,47.5%,-,-,-,-,-,-,-,-,-
874,Eliminated,5,5,2,3,8,47.5%,200,75.5%,47.5%,-,-,-,-,-,-,-,-,-
875,Eliminated,5,5,6,2,10,47.5%,200,82.0%,47.5%,-,-,-,-,-,-,-,-,-
876,Eliminated,5,10,4,2,10,47.5%,200,79.5%,47.5%,-,-,-,-,-,-,-,-,-
877,Eliminated,10,5,6,3,10,47.5%,200,88.5%,47.5%,-,-,-,-,-,-,-,-,-
878,Eliminated,10,15,2,2,10,47.5%,200,81.0%,47.5%,-,-,-,-,-,-,-,-,-
879,Eliminated,10,20,4,3,4,47.5%,200,77.0%,47.5%,-,-,-,-,-,-,-,-,-
880,Eliminated,15,0,2,2,6,47.5%,200,88.5%,47.5%,-,-,-,-,-,-,-,-,-
881,Eliminated,15,0,6,1,4,47.5%,200,91.0%,47.5%,-,-,-,-,-,-,-,-,-
882,Eliminated,15,5,10,3,2,47.5%,200,76.0%,47.5%,-,-,-,-,-,-,-,-,-
883,Eliminated,15,15,2,3,6,47.5%,200,73.0%,47.5%,-,-,-,-,-,-,-,-,-
884,Eliminated,15,15,4,2,10,47.5%,200,80.0%,47.5%,-,-,-,-,-,-,-,-,-
885,Eliminated,15,15,6,2,10,47.5%,200,86.5%,47.5%,-,-,-,-,-,-,-,-,-
886,Eliminated,15,15,8,2,10,47.5%,200,85.5%,47.5%,-,-,-,-,-,-,-,-,-
887,Eliminated,15,20,6,2,8,47.5%,200,86.5%,47.5%,-,-,-,-,-,-,-,-,-
888,Eliminated,20,5,0,2,4,47.5%,200,73.5%,47.5%,-,-,-,-,-,-,-,-,-
889,Eliminated,20,5,4,1,4,47.5%,200,83.5%,47.5%,-,-,-,-,-,-,-,-,-
890,Eliminated,20,15,8,3,4,47.5%,200,78.5%,47.5%,-,-,-,-,-,-,-,-,-
891,Eliminated,20,20,2,2,10,47.5%,200,74.0%,47.5%,-,-,-,-,-,-,-,-,-
892,Eliminated,20,20,4,3,8,47.5%,200,83.0%,47.5%,-,-,-,-,-,-,-,-,-
893,Eliminated,20,20,6,3,8,47.5%,200,82.5%,47.5%,-,-,-,-,-,-,-,-,-
894,Eliminated,20,20,10,2,10,47.5%,200,81.5%,47.5%,-,-,-,-,-,-,-,-,-
895,Eliminated,0,0,6,3,10,47.0%,200,91.0%,47.0%,-,-,-,-,-,-,-,-,-
896,Eliminated,0,5,4,2,6,47.0%,200,78.5%,47.0%,-,-,-,-,-,-,-,-,-
897,Eliminated,0,10,6,3,10,47.0%,200,78.5%,47.0%,-,-,-,-,-,-,-,-,-
898,Eliminated,5,20,10,3,10,47.0%,200,84.0%,47.0%,-,-,-,-,-,-,-,-,-
899,Eliminated,10,0,0,1,4,47.0%,200,78.5%,47.0%,-,-,-,-,-,-,-,-,-
900,Eliminated,10,0,8,3,2,47.0%,200,77.0%,47.0%,-,-,-,-,-,-,-,-,-
901,Eliminated,10,5,10,2,8,47.0%,200,89.5%,47.0%,-,-,-,-,-,-,-,-,-
902,Eliminated,10,10,4,2,4,47.0%,200,80.0%,47.0%,-,-,-,-,-,-,-,-,-
903,Eliminated,10,10,4,3,2,47.0%,200,70.5%,47.0%,-,-,-,-,-,-,-,-,-
904,Eliminated,10,15,6,2,10,47.0%,200,81.0%,47.0%,-,-,-,-,-,-,-,-,-
905,Eliminated,10,15,8,2,4,47.0%,200,79.0%,47.0%,-,-,-,-,-,-,-,-,-
906,Eliminated,10,15,10,2,10,47.0%,200,77.5%,47.0%,-,-,-,-,-,-,-,-,-
907,Eliminated,15,0,8,1,10,47.0%,200,94.5%,47.0%,-,-,-,-,-,-,-,-,-
908,Eliminated,15,0,8,2,4,47.0%,200,91.0%,47.0%,-,-,-,-,-,-,-,-,-
909,Eliminated,15,5,0,3,10,47.0%,200,73.5%,47.0%,-,-,-,-,-,-,-,-,-
910,Eliminated,15,5,2,2,0,47.0%,200,72.5%,47.0%,-,-,-,-,-,-,-,-,-
911,Eliminated,15,5,2,2,8,47.0%,200,78.0%,47.0%,-,-,-,-,-,-,-,-,-
912,Eliminated,15,5,4,1,4,47.0%,200,79.5%,47.0%,-,-,-,-,-,-,-,-,-
913,Eliminated,15,20,8,2,4,47.0%,200,80.0%,47.0%,-,-,-,-,-,-,-,-,-
914,Eliminated,15,20,10,3,4,47.0%,200,76.0%,47.0%,-,-,-,-,-,-,-,-,-
915,Eliminated,20,0,10,3,2,47.0%,200,81.5%,47.0%,-,-,-,-,-,-,-,-,-
916,Eliminated,20,5,4,3,10,47.0%,200,83.5%,47.0%,-,-,-,-,-,-,-,-,-
917,Eliminated,20,5,10,3,2,47.0%,200,72.5%,47.0%,-,-,-,-,-,-,-,-,-
918,Eliminated,20,15,10,2,6,47.0%,200,87.0%,47.0%,-,-,-,-,-,-,-,-,-
919,Eliminated,0,5,10,3,10,46.5%,200,81.5%,46.5%,-,-,-,-,-,-,-,-,-
920,Eliminated,0,10,8,3,8,46.5%,200,84.5%,46.5%,-,-,-,-,-,-,-,-,-
921,Eliminated,0,15,6,3,10,46.5%,200,79.5%,46.5%,-,-,-,-,-,-,-,-,-
922,Eliminated,5,0,0,1,4,46.5%,200,70.5%,46.5%,-,-,-,-,-,-,-,-,-
923,Eliminated,5,0,2,3,2,46.5%,200,72.5%,46.5%,-,-,-,-,-,-,-,-,-
924,Eliminated,5,5,10,2,2,46.5%,200,74.0%,46.5%,-,-,-,-,-,-,-,-,-
925,Eliminated,5,10,6,2,10,46.5%,200,76.0%,46.5%,-,-,-,-,-,-,-,-,-
926,Eliminated,5,15,2,3,8,46.5%,200,71.5%,46.5%,-,-,-,-,-,-,-,-,-
927,Eliminated,10,0,2,1,4,46.5%,200,84.0%,46.5%,-,-,-,-,-,-,-,-,-
928,Eliminated,10,0,8,2,4,46.5%,200,89.0%,46.5%,-,-,-,-,-,-,-,-,-
929,Eliminated,10,0,10,3,2,46.5%,200,85.0%,46.5%,-,-,-,-,-,-,-,-,-
930,Eliminated,10,10,6,3,10,46.5%,200,86.0%,46.5%,-,-,-,-,-,-,-,-,-
931,Eliminated,10,15,8,2,8,46.5%,200,88.0%,46.5%,-,-,-,-,-,-,-,-,-
932,Eliminated,10,15,10,3,4,46.5%,200,78.0%,46.5%,-,-,-,-,-,-,-,-,-
933,Eliminated,15,0,0,3,2,46.5%,200,75.0%,46.5%,-,-,-,-,-,-,-,-,-
934,Eliminated,15,0,4,3,2,46.5%,200,84.0%,46.5%,-,-,-,-,-,-,-,-,-
935,Eliminated,15,5,2,1,6,46.5%,200,75.0%,46.5%,-,-,-,-,-,-,-,-,-
936,Eliminated,15,5,4,1,2,46.5%,200,77.0%,46.5%,-,-,-,-,-,-,-,-,-
937,Eliminated,15,10,8,3,10,46.5%,200,90.0%,46.5%,-,-,-,-,-,-,-,-,-
938,Eliminated,20,0,0,1,2,46.5%,200,73.0%,46.5%,-,-,-,-,-,-,-,-,-
939,Eliminated,20,0,0,1,4,46.5%,200,74.5%,46.5%,-,-,-,-,-,-,-,-,-
940,Eliminated,20,0,0,1,6,46.5%,200,78.0%,46.5%,-,-,-,-,-,-,-,-,-
941,Eliminated,20,0,8,3,2,46.5%,200,79.0%,46.5%,-,-,-,-,-,-,-,-,-
942,Eliminated,20,0,10,2,2,46.5%,200,74.5%,46.5%,-,-,-,-,-,-,-,-,-
943,Eliminated,20,5,0,2,8,46.5%,200,77.5%,46.5%,-,-,-,-,-,-,-,-,-
944,Eliminated,20,15,0,2,10,46.5%,200,72.0%,46.5%,-,-,-,-,-,-,-,-,-
945,Eliminated,20,15,2,3,6,46.5%,200,74.5%,46.5%,-,-,-,-,-,-,-,-,-
946,Eliminated,20,15,2,3,10,46.5%,200,73.0%,46.5%,-,-,-,-,-,-,-,-,-
947,Eliminated,20,15,8,2,4,46.5%,200,77.5%,46.5%,-,-,-,-,-,-,-,-,-
948,Eliminated,20,20,10,3,4,46.5%,200,83.0%,46.5%,-,-,-,-,-,-,-,-,-
949,Eliminated,0,20,10,3,10,46.0%,200,73.5%,46.0%,-,-,-,-,-,-,-,-,-
950,Eliminated,5,0,2,2,4,46.0%,200,75.5%,46.0%,-,-,-,-,-,-,-,-,-
951,Eliminated,5,5,8,2,2,46.0%,200,77.5%,46.0%,-,-,-,-,-,-,-,-,-
952,Eliminated,5,5,10,2,10,46.0%,200,82.0%,46.0%,-,-,-,-,-,-,-,-,-
953,Eliminated,5,20,0,3,10,46.0%,200,70.5%,46.0%,-,-,-,-,-,-,-,-,-
954,Eliminated,10,0,6,3,4,46.0%,200,87.5%,46.0%,-,-,-,-,-,-,-,-,-
955,Eliminated,10,5,0,3,6,46.0%,200,70.5%,46.0%,-,-,-,-,-,-,-,-,-
956,Eliminated,10,5,6,1,2,46.0%,200,72.0%,46.0%,-,-,-,-,-,-,-,-,-
957,Eliminated,10,5,10,3,2,46.0%,200,75.5%,46.0%,-,-,-,-,-,-,-,-,-
958,Eliminated,10,10,2,2,6,46.0%,200,76.5%,46.0%,-,-,-,-,-,-,-,-,-
959,Eliminated,10,10,2,3,6,46.0%,200,72.0%,46.0%,-,-,-,-,-,-,-,-,-
960,Eliminated,15,5,0,3,6,46.0%,200,73.5%,46.0%,-,-,-,-,-,-,-,-,-
961,Eliminated,15,5,8,2,2,46.0%,200,77.5%,46.0%,-,-,-,-,-,-,-,-,-
962,Eliminated,15,5,8,3,8,46.0%,200,90.0%,46.0%,-,-,-,-,-,-,-,-,-
963,Eliminated,15,10,0,3,2,46.0%,200,71.0%,46.0%,-,-,-,-,-,-,-,-,-
964,Eliminated,15,20,10,2,10,46.0%,200,82.0%,46.0%,-,-,-,-,-,-,-,-,-
965,Eliminated,20,0,0,3,2,46.0%,200,74.5%,46.0%,-,-,-,-,-,-,-,-,-
966,Eliminated,20,0,2,2,0,46.0%,200,72.0%,46.0%,-,-,-,-,-,-,-,-,-
967,Eliminated,20,0,4,1,10,46.0%,200,92.5%,46.0%,-,-,-,-,-,-,-,-,-
968,Eliminated,20,10,6,3,4,46.0%,200,83.0%,46.0%,-,-,-,-,-,-,-,-,-
969,Eliminated,0,10,4,2,4,45.5%,200,73.0%,45.5%,-,-,-,-,-,-,-,-,-
970,Eliminated,5,0,4,3,2,45.5%,200,75.0%,45.5%,-,-,-,-,-,-,-,-,-
971,Eliminated,5,5,10,3,2,45.5%,200,75.5%,45.5%,-,-,-,-,-,-,-,-,-
972,Eliminated,5,10,2,3,8,45.5%,200,74.0%,45.5%,-,-,-,-,-,-,-,-,-
973,Eliminated,5,15,2,3,10,45.5%,200,73.5%,45.5%,-,-,-,-,-,-,-,-,-
974,Eliminated,5,15,4,2,10,45.5%,200,70.5%,45.5%,-,-,-,-,-,-,-,-,-
975,Eliminated,5,20,10,3,4,45.5%,200,74.5%,45.5%,-,-,-,-,-,-,-,-,-
976,Eliminated,10,0,0,1,2,45.5%,200,71.5%,45.5%,-,-,-,-,-,-,-,-,-
977,Eliminated,10,0,0,3,6,45.5%,200,82.0%,45.5%,-,-,-,-,-,-,-,-,-
978,Eliminated,10,0,2,1,0,45.5%,200,72.0%,45.5%,-,-,-,-,-,-,-,-,-
979,Eliminated,10,0,2,1,8,45.5%,200,90.5%,45.5%,-,-,-,-,-,-,-,-,-
980,Eliminated,10,5,8,3,2,45.5%,200,79.0%,45.5%,-,-,-,-,-,-,-,-,-
981,Eliminated,10,5,10,2,2,45.5%,200,83.0%,45.5%,-,-,-,-,-,-,-,-,-
982,Eliminated,10,10,6,3,2,45.5%,200,74.5%,45.5%,-,-,-,-,-,-,-,-,-
983,Eliminated,10,15,2,3,4,45.5%,200,73.5%,45.5%,-,-,-,-,-,-,-,-,-
984,Eliminated,10,20,2,3,6,45.5%,200,74.0%,45.5%,-,-,-,-,-,-,-,-,-
985,Eliminated,10,20,8,2,8,45.5%,200,79.5%,45.5%,-,-,-,-,-,-,-,-,-
986,Eliminated,10,20,10,2,4,45.5%,200,72.0%,45.5%,-,-,-,-,-,-,-,-,-
987,Eliminated,15,0,8,2,0,45.5%,200,75.5%,45.5%,-,-,-,-,-,-,-,-,-
988,Eliminated,15,5,2,1,8,45.5%,200,73.0%,45.5%,-,-,-,-,-,-,-,-,-
989,Eliminated,15,5,2,3,10,45.5%,200,77.0%,45.5%,-,-,-,-,-,-,-,-,-
990,Eliminated,15,10,4,3,10,45.5%,200,83.5%,45.5%,-,-,-,-,-,-,-,-,-
991,Eliminated,15,10,8,3,2,45.5%,200,74.0%,45.5%,-,-,-,-,-,-,-,-,-
992,Eliminated,15,15,8,2,4,45.5%,200,76.5%,45.5%,-,-,-,-,-,-,-,-,-
993,Eliminated,15,20,2,2,4,45.5%,200,72.0%,45.5%,-,-,-,-,-,-,-,-,-
994,Eliminated,20,0,0,3,6,45.5%,200,84.0%,45.5%,-,-,-,-,-,-,-,-,-
995,Eliminated,20,0,0,3,8,45.5%,200,87.5%,45.5%,-,-,-,-,-,-,-,-,-
996,Eliminated,20,0,0,3,10,45.5%,200,87.5%,45.5%,-,-,-,-,-,-,-,-,-
997,Eliminated,20,0,6,1,4,45.5%,200,91.5%,45.5%,-,-,-,-,-,-,-,-,-
998,Eliminated,20,5,2,1,6,45.5%,200,82.0%,45.5%,-,-,-,-,-,-,-,-,-
999,Eliminated,20,5,2,1,10,45.5%,200,75.5%,45.5%,-,-,-,-,-,-,-,-,-
1000,Eliminated,20,20,6,2,4,45.5%,200,78.5%,45.5%,-,-,-,-,-,-,-,-,-
1001,Eliminated,5,5,6,2,2,45.0%,200,71.5%,45.0%,-,-,-,-,-,-,-,-,-
1002,Eliminated,5,5,8,2,10,45.0%,200,85.0%,45.0%,-,-,-,-,-,-,-,-,-
1003,Eliminated,10,0,2,3,8,45.0%,200,93.0%,45.0%,-,-,-,-,-,-,-,-,-
1004,Eliminated,10,5,2,1,6,45.0%,200,72.0%,45.0%,-,-,-,-,-,-,-,-,-
1005,Eliminated,10,5,2,1,10,45.0%,200,72.0%,45.0%,-,-,-,-,-,-,-,-,-
1006,Eliminated,10,10,8,2,8,45.0%,200,83.5%,45.0%,-,-,-,-,-,-,-,-,-
1007,Eliminated,10,10,10,2,4,45.0%,200,78.5%,45.0%,-,-,-,-,-,-,-,-,-
1008,Eliminated,15,0,0,3,0,45.0%,200,71.5%,45.0%,-,-,-,-,-,-,-,-,-
1009,Eliminated,15,5,2,1,2,45.0%,200,75.5%,45.0%,-,-,-,-,-,-,-,-,-
1010,Eliminated,15,5,2,1,10,45.0%,200,76.0%,45.0%,-,-,-,-,-,-,-,-,-
1011,Eliminated,15,5,6,3,10,45.0%,200,87.5%,45.0%,-,-,-,-,-,-,-,-,-
1012,Eliminated,20,0,0,2,4,45.0%,200,76.0%,45.0%,-,-,-,-,-,-,-,-,-
1013,Eliminated,20,0,2,3,8,45.0%,200,91.5%,45.0%,-,-,-,-,-,-,-,-,-
1014,Eliminated,20,0,10,1,8,45.0%,200,79.0%,45.0%,-,-,-,-,-,-,-,-,-
1015,Eliminated,20,5,0,2,2,45.0%,200,74.0%,45.0%,-,-,-,-,-,-,-,-,-
1016,Eliminated,20,10,6,3,8,45.0%,200,84.5%,45.0%,-,-,-,-,-,-,-,-,-
1017,Eliminated,20,15,0,2,6,45.0%,200,71.5%,45.0%,-,-,-,-,-,-,-,-,-
1018,Eliminated,0,10,8,3,10,44.5%,200,78.5%,44.5%,-,-,-,-,-,-,-,-,-
1019,Eliminated,0,20,10,3,8,44.5%,200,77.0%,44.5%,-,-,-,-,-,-,-,-,-
1020,Eliminated,5,5,2,3,10,44.5%,200,74.5%,44.5%,-,-,-,-,-,-,-,-,-
1021,Eliminated,5,10,0,3,10,44.5%,200,73.0%,44.5%,-,-,-,-,-,-,-,-,-
1022,Eliminated,5,10,2,2,10,44.5%,200,74.5%,44.5%,-,-,-,-,-,-,-,-,-
1023,Eliminated,5,10,6,3,2,44.5%,200,74.0%,44.5%,-,-,-,-,-,-,-,-,-
1024,Eliminated,5,10,10,2,6,44.5%,200,72.5%,44.5%,-,-,-,-,-,-,-,-,-
1025,Eliminated,10,0,0,1,10,44.5%,200,87.0%,44.5%,-,-,-,-,-,-,-,-,-
1026,Eliminated,10,10,4,1,2,44.5%,200,72.0%,44.5%,-,-,-,-,-,-,-,-,-
1027,Eliminated,10,20,2,2,6,44.5%,200,75.5%,44.5%,-,-,-,-,-,-,-,-,-
1028,Eliminated,10,20,2,2,10,44.5%,200,72.5%,44.5%,-,-,-,-,-,-,-,-,-
1029,Eliminated,10,20,10,3,4,44.5%,200,78.0%,44.5%,-,-,-,-,-,-,-,-,-
1030,Eliminated,15,10,0,2,10,44.5%,200,74.0%,44.5%,-,-,-,-,-,-,-,-,-
1031,Eliminated,15,15,2,2,8,44.5%,200,77.5%,44.5%,-,-,-,-,-,-,-,-,-
1032,Eliminated,15,15,2,2,10,44.5%,200,74.5%,44.5%,-,-,-,-,-,-,-,-,-
1033,Eliminated,15,15,4,3,10,44.5%,200,79.0%,44.5%,-,-,-,-,-,-,-,-,-
1034,Eliminated,15,20,4,3,6,44.5%,200,80.5%,44.5%,-,-,-,-,-,-,-,-,-
1035,Eliminated,15,20,10,2,4,44.5%,200,77.5%,44.5%,-,-,-,-,-,-,-,-,-
1036,Eliminated,20,0,4,2,0,44.5%,200,74.5%,44.5%,-,-,-,-,-,-,-,-,-
1037,Eliminated,20,5,0,2,6,44.5%,200,72.0%,44.5%,-,-,-,-,-,-,-,-,-
1038,Eliminated,20,5,6,1,4,44.5%,200,78.0%,44.5%,-,-,-,-,-,-,-,-,-
1039,Eliminated,20,5,8,1,2,44.5%,200,75.0%,44.5%,-,-,-,-,-,-,-,-,-
1040,Eliminated,20,15,2,2,6,44.5%,200,75.5%,44.5%,-,-,-,-,-,-,-,-,-
1041,Eliminated,20,15,8,3,8,44.5%,200,85.0%,44.5%,-,-,-,-,-,-,-,-,-
1042,Eliminated,20,15,10,2,10,44.5%,200,86.5%,44.5%,-,-,-,-,-,-,-,-,-
1043,Eliminated,20,20,2,2,6,44.5%,200,76.0%,44.5%,-,-,-,-,-,-,-,-,-
1044,Eliminated,0,5,4,3,10,44.0%,200,85.0%,44.0%,-,-,-,-,-,-,-,-,-
1045,Eliminated,0,15,10,3,10,44.0%,200,77.0%,44.0%,-,-,-,-,-,-,-,-,-
1046,Eliminated,5,0,6,2,2,44.0%,200,80.5%,44.0%,-,-,-,-,-,-,-,-,-
1047,Eliminated,5,10,6,2,6,44.0%,200,76.5%,44.0%,-,-,-,-,-,-,-,-,-
1048,Eliminated,5,10,8,2,2,44.0%,200,73.0%,44.0%,-,-,-,-,-,-,-,-,-
1049,Eliminated,10,5,0,2,4,44.0%,200,78.0%,44.0%,-,-,-,-,-,-,-,-,-
1050,Eliminated,10,5,0,2,10,44.0%,200,72.0%,44.0%,-,-,-,-,-,-,-,-,-
1051,Eliminated,15,5,8,2,10,44.0%,200,90.0%,44.0%,-,-,-,-,-,-,-,-,-
1052,Eliminated,15,15,10,2,4,44.0%,200,72.0%,44.0%,-,-,-,-,-,-,-,-,-
1053,Eliminated,15,20,2,3,10,44.0%,200,79.0%,44.0%,-,-,-,-,-,-,-,-,-
1054,Eliminated,20,5,0,3,10,44.0%,200,76.0%,44.0%,-,-,-,-,-,-,-,-,-
1055,Eliminated,20,5,2,1,8,44.0%,200,83.0%,44.0%,-,-,-,-,-,-,-,-,-
1056,Eliminated,20,5,4,3,8,44.0%,200,86.0%,44.0%,-,-,-,-,-,-,-,-,-
1057,Eliminated,20,10,10,2,10,44.0%,200,84.5%,44.0%,-,-,-,-,-,-,-,-,-
1058,Eliminated,20,20,6,3,4,44.0%,200,80.0%,44.0%,-,-,-,-,-,-,-,-,-
1059,Eliminated,20,20,8,2,4,44.0%,200,76.5%,44.0%,-,-,-,-,-,-,-,-,-
1060,Eliminated,0,0,2,3,10,43.5%,200,76.5%,43.5%,-,-,-,-,-,-,-,-,-
1061,Eliminated,5,10,4,2,8,43.5%,200,77.0%,43.5%,-,-,-,-,-,-,-,-,-
1062,Eliminated,10,0,4,2,2,43.5%,200,81.5%,43.5%,-,-,-,-,-,-,-,-,-
1063,Eliminated,10,5,2,1,8,43.5%,200,75.5%,43.5%,-,-,-,-,-,-,-,-,-
1064,Eliminated,15,0,0,3,6,43.5%,200,82.0%,43.5%,-,-,-,-,-,-,-,-,-
1065,Eliminated,15,0,2,2,4,43.5%,200,82.0%,43.5%,-,-,-,-,-,-,-,-,-
1066,Eliminated,15,5,4,1,6,43.5%,200,81.5%,43.5%,-,-,-,-,-,-,-,-,-
1067,Eliminated,15,10,10,2,2,43.5%,200,71.5%,43.5%,-,-,-,-,-,-,-,-,-
1068,Eliminated,15,20,4,3,10,43.5%,200,81.0%,43.5%,-,-,-,-,-,-,-,-,-
1069,Eliminated,20,0,2,3,0,43.5%,200,73.0%,43.5%,-,-,-,-,-,-,-,-,-
1070,Eliminated,20,0,8,1,4,43.5%,200,90.0%,43.5%,-,-,-,-,-,-,-,-,-
1071,Eliminated,20,5,4,1,6,43.5%,200,83.5%,43.5%,-,-,-,-,-,-,-,-,-
1072,Eliminated,20,5,10,2,2,43.5%,200,81.5%,43.5%,-,-,-,-,-,-,-,-,-
1073,Eliminated,20,10,0,1,8,43.5%,200,72.0%,43.5%,-,-,-,-,-,-,-,-,-
1074,Eliminated,20,20,8,3,4,43.5%,200,79.5%,43.5%,-,-,-,-,-,-,-,-,-
1075,Eliminated,0,0,6,2,2,43.0%,200,80.0%,43.0%,-,-,-,-,-,-,-,-,-
1076,Eliminated,0,5,2,3,10,43.0%,200,76.0%,43.0%,-,-,-,-,-,-,-,-,-
1077,Eliminated,0,5,6,3,10,43.0%,200,85.5%,43.0%,-,-,-,-,-,-,-,-,-
1078,Eliminated,0,5,8,3,10,43.0%,200,84.0%,43.0%,-,-,-,-,-,-,-,-,-
1079,Eliminated,0,20,6,3,10,43.0%,200,75.5%,43.0%,-,-,-,-,-,-,-,-,-
1080,Eliminated,5,0,2,2,2,43.0%,200,77.0%,43.0%,-,-,-,-,-,-,-,-,-
1081,Eliminated,5,0,4,1,6,43.0%,200,86.5%,43.0%,-,-,-,-,-,-,-,-,-
1082,Eliminated,5,10,2,2,8,43.0%,200,73.0%,43.0%,-,-,-,-,-,-,-,-,-
1083,Eliminated,5,10,4,2,6,43.0%,200,76.5%,43.0%,-,-,-,-,-,-,-,-,-
1084,Eliminated,5,10,6,2,8,43.0%,200,77.5%,43.0%,-,-,-,-,-,-,-,-,-
1085,Eliminated,5,20,2,2,10,43.0%,200,74.5%,43.0%,-,-,-,-,-,-,-,-,-
1086,Eliminated,5,20,2,3,10,43.0%,200,71.0%,43.0%,-,-,-,-,-,-,-,-,-
1087,Eliminated,10,0,10,2,2,43.0%,200,81.5%,43.0%,-,-,-,-,-,-,-,-,-
1088,Eliminated,10,5,2,3,8,43.0%,200,82.5%,43.0%,-,-,-,-,-,-,-,-,-
1089,Eliminated,10,5,2,3,10,43.0%,200,80.0%,43.0%,-,-,-,-,-,-,-,-,-
1090,Eliminated,10,5,8,3,0,43.0%,200,71.0%,43.0%,-,-,-,-,-,-,-,-,-
1091,Eliminated,10,20,0,2,10,43.0%,200,73.5%,43.0%,-,-,-,-,-,-,-,-,-
1092,Eliminated,10,20,2,2,8,43.0%,200,75.0%,43.0%,-,-,-,-,-,-,-,-,-
1093,Eliminated,15,0,0,1,4,43.0%,200,78.5%,43.0%,-,-,-,-,-,-,-,-,-
1094,Eliminated,15,0,2,3,2,43.0%,200,82.0%,43.0%,-,-,-,-,-,-,-,-,-
1095,Eliminated,15,0,8,1,4,43.0%,200,88.5%,43.0%,-,-,-,-,-,-,-,-,-
1096,Eliminated,15,0,8,2,2,43.0%,200,83.0%,43.0%,-,-,-,-,-,-,-,-,-
1097,Eliminated,15,5,6,1,4,43.0%,200,83.5%,43.0%,-,-,-,-,-,-,-,-,-
1098,Eliminated,15,15,8,3,4,43.0%,200,79.5%,43.0%,-,-,-,-,-,-,-,-,-
1099,Eliminated,20,10,2,3,10,43.0%,200,74.5%,43.0%,-,-,-,-,-,-,-,-,-
1100,Eliminated,20,20,4,2,2,43.0%,200,71.0%,43.0%,-,-,-,-,-,-,-,-,-
1101,Eliminated,0,0,10,2,2,42.5%,200,77.0%,42.5%,-,-,-,-,-,-,-,-,-
1102,Eliminated,5,0,2,3,4,42.5%,200,78.0%,42.5%,-,-,-,-,-,-,-,-,-
1103,Eliminated,10,5,0,2,8,42.5%,200,76.5%,42.5%,-,-,-,-,-,-,-,-,-
1104,Eliminated,10,10,6,2,2,42.5%,200,71.0%,42.5%,-,-,-,-,-,-,-,-,-
1105,Eliminated,15,0,2,3,0,42.5%,200,72.0%,42.5%,-,-,-,-,-,-,-,-,-
1106,Eliminated,15,0,2,3,8,42.5%,200,88.0%,42.5%,-,-,-,-,-,-,-,-,-
1107,Eliminated,15,5,0,2,10,42.5%,200,80.0%,42.5%,-,-,-,-,-,-,-,-,-
1108,Eliminated,15,10,0,3,10,42.5%,200,71.0%,42.5%,-,-,-,-,-,-,-,-,-
1109,Eliminated,15,10,4,1,4,42.5%,200,76.5%,42.5%,-,-,-,-,-,-,-,-,-
1110,Eliminated,15,10,8,2,2,42.5%,200,75.5%,42.5%,-,-,-,-,-,-,-,-,-
1111,Eliminated,15,15,0,1,10,42.5%,200,72.0%,42.5%,-,-,-,-,-,-,-,-,-
1112,Eliminated,20,0,10,1,6,42.5%,200,82.5%,42.5%,-,-,-,-,-,-,-,-,-
1113,Eliminated,0,0,8,2,10,42.0%,200,90.0%,42.0%,-,-,-,-,-,-,-,-,-
1114,Eliminated,0,0,10,2,6,42.0%,200,84.0%,42.0%,-,-,-,-,-,-,-,-,-
1115,Eliminated,0,5,2,2,6,42.0%,200,74.0%,42.0%,-,-,-,-,-,-,-,-,-
1116,Eliminated,0,5,8,2,6,42.0%,200,84.5%,42.0%,-,-,-,-,-,-,-,-,-
1117,Eliminated,5,0,6,1,10,42.0%,200,87.0%,42.0%,-,-,-,-,-,-,-,-,-
1118,Eliminated,5,5,8,3,2,42.0%,200,71.0%,42.0%,-,-,-,-,-,-,-,-,-
1119,Eliminated,5,15,2,3,6,42.0%,200,71.0%,42.0%,-,-,-,-,-,-,-,-,-
1120,Eliminated,5,15,6,2,8,42.0%,200,73.5%,42.0%,-,-,-,-,-,-,-,-,-
1121,Eliminated,5,15,6,3,2,42.0%,200,70.5%,42.0%,-,-,-,-,-,-,-,-,-
1122,Eliminated,10,0,2,3,6,42.0%,200,85.0%,42.0%,-,-,-,-,-,-,-,-,-
1123,Eliminated,10,0,6,2,2,42.0%,200,83.5%,42.0%,-,-,-,-,-,-,-,-,-
